,Unnamed: 0,Age,Month,Site,Departamento,Municipio,Empresa,Estrato 1_Suscriptores,Estrato 2_Suscriptores,Estrato 3_Suscriptores,Estrato 4_Suscriptores,Estrato 5_Suscriptores,Estrato 6_Suscriptores,Industrial_Suscriptores,Comercial_Suscriptores,Oficial_Suscriptores,Otros_Suscriptores,Estrato 1_Consumo,Estrato 2_Consumo,Estrato 3_Consumo,Estrato 4_Consumo,Estrato 5_Consumo,Estrato 6_Consumo,Industrial_Consumo,Comercial_Consumo,Oficial_Consumo,Otros_Consumo,Estrato 1_Valor Consumo,Estrato 2_Valor Consumo,Estrato 3_Valor Consumo,Estrato 4_Valor Consumo,Estrato 5_Valor Consumo,Estrato 6_Valor Consumo,Industrial_Valor Consumo,Comercial_Valor Consumo,Oficial_Valor Consumo,Otros_Valor Consumo,Estrato 1_Consumo Por Suscritor,Estrato 2_Consumo Por Suscritor,Estrato 3_Consumo Por Suscritor,Estrato 4_Consumo Por Suscritor,Estrato 5_Consumo Por Suscritor,Estrato 6_Consumo Por Suscritor,Industrial_Consumo Por Suscritor,Comercial_Consumo Por Suscritor,Oficial_Consumo Por Suscritor,Otros_Consumo Por Suscritor,Estrato 1_Valor Por Suscritor,Estrato 2_Valor Por Suscritor,Estrato 3_Valor Por Suscritor,Estrato 4_Valor Por Suscritor,Estrato 5_Valor Por Suscritor,Estrato 6_Valor Por Suscritor,Industrial_Valor Por Suscritor,Comercial_Valor Por Suscritor,Oficial_Valor Por Suscritor,Otros_Valor Por Suscritor,Estrato 1_Precio por Vatio,Estrato 2_Precio por Vatio,Estrato 3_Precio por Vatio,Estrato 4_Precio por Vatio,Estrato 5_Precio por Vatio,Estrato 6_Precio por Vatio,Industrial_Precio por Vatio,Comercial_Precio por Vatio,Oficial_Precio por Vatio,Otros_Precio por Vatio
540001,996,2007,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,27944.0,15154.0,,,,,,,,,5538232.0,3555987.0,,,,,,,,,5588.8,15154.0,,,,,,,,,1107646.4,3555987.0,,,,,,,,,198.19038076152302,234.6566583080375,,
540916,888,2010,Enero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,556.0,2370.0,31.0,8.0,7.0,12.0,46.0,56.0,12.0,,117289.0,636297.0,16117.0,8755.0,3717.0,10169.0,309220.0,63185.0,5314.0,,41520035.21,222672577.49,5472660.77,2809197.44,1260407.46,3395024.92,54382409.21,21662111.14,1884131.84,,210.95143884892087,268.47974683544305,519.9032258064516,1094.375,531.0,847.4166666666666,6722.173913043478,1128.3035714285713,442.8333333333333,,74676.32232014388,93954.67404641351,176537.44419354838,351149.68,180058.20857142858,282918.74333333335,1182226.287173913,386823.41321428574,157010.98666666666,,353.99769125834473,349.9506951785094,339.5582782155488,320.8677829811536,339.0926715092817,333.8602537122628,175.86963718388205,342.83629247447976,354.56,
541153,1125,2010,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,86510.0,16282.0,,,,,,,,,24505338.0,5074791.0,,,,,,,,,17302.0,16282.0,,,,,,,,,4901067.6,5074791.0,,,,,,,,,283.26595769275224,311.6810588379806,,
541191,1163,2010,Enero,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,21442.0,,,,,,,,,,5624851.0,,,,,,,,,,21442.0,,,,,,,,,,5624851.0,,,,,,,,,,262.3286540434661,,,
541977,366,2015,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,13258.0,,,,,,,,,,4297822.0,,,,,,,,,,13258.0,,,,,,,,,,4297822.0,,,,,,,,,,324.1682003318751,,,
542784,1173,2015,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,440.0,4631.0,140.0,,,,9.0,260.0,21.0,4.0,46745.0,540234.0,24973.0,,,,127822.0,146490.0,54153.0,80669.0,19569355.77,225933497.89,10454784.05,,,,41638100.12,58070341.15,20739238.33,25273033.72,106.23863636363636,116.6560138199093,178.37857142857143,,,,14202.444444444445,563.4230769230769,2578.714285714286,20167.25,44475.80856818182,48787.19453465774,74677.02892857144,,,,4626455.568888889,223347.46596153846,987582.7776190476,6318258.43,418.64061974542733,418.2141403354843,418.6434969767349,,,,325.7506541909843,396.411640043689,382.9748735988772,313.29300871462397
543485,1874,2015,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,1.0,,,,,,,,,52311.0,12155.0,,,,,,,,,16334714.0,4936414.0,,,,,,,,,17437.0,12155.0,,,,,,,,,5444904.666666667,4936414.0,,,,,,,,,312.26155110779763,406.12208967503085,,
543841,248,2004,Mayo,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,713.0,,,,,,,,,,325723.0,,,,,,,,,,713.0,,,,,,,,,,325723.0,,,,,,,,,,456.8345021037868,,,
544463,870,2004,Mayo,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,240.0,2389.0,1.0,,,,61.0,37.0,18.0,4.0,51209.0,608623.0,800.0,,,,365725.0,27647.0,6420.0,998.0,14008049.0,165118219.0,195056.0,,,,61595127.0,7265787.0,1782949.0,277836.0,213.37083333333334,254.76056927584764,800.0,,,,5995.491803278688,747.2162162162163,356.6666666666667,249.5,58366.870833333334,69116.0397655923,195056.0,,,,1009756.1803278689,196372.62162162163,99052.72222222222,69459.0,273.54662266398486,271.2980268573485,243.82,,,,168.419241233167,262.8056208630231,277.71791277258563,278.39278557114227
545488,729,2018,Octubre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,9.0,26.0,6.0,,,,42.0,11.0,1.0,50.0,1089.0,5450.0,4610.0,,,,612723.0,45876.0,1040.0,395629.0,617042.06,3062909.32,2401363.57,,,,256901721.75,24077726.03,521414.4,191958497.89,121.0,209.6153846153846,768.3333333333334,,,,14588.642857142857,4170.545454545455,1040.0,7912.58,68560.2288888889,117804.2046153846,400227.26166666666,,,,6116707.660714285,2188884.1845454546,521414.4,3839169.9577999995,566.6134618916439,562.001710091743,520.9031605206073,,,,419.27873076414625,524.8436225913331,501.36,485.1982485864281
545726,967,2018,Octubre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,18333.0,,,,,,,,,,9922303.0,,,,,,,,,,18333.0,,,,,,,,,,9922303.0,,,,,,,,,,541.226367752141,,,
546699,861,2008,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,56.0,116.0,9.0,1.0,1.0,1.0,42.0,10.0,1.0,,5350.0,26661.0,6210.0,0.0,6679.0,561.0,254836.0,21861.0,1240.0,,1783253.76,8857432.09,2008085.7,0.0,2005236.17,191070.99,54428076.49,6692011.99,376538.4,,95.53571428571429,229.83620689655172,690.0,0.0,6679.0,561.0,6067.523809523809,2186.1,1240.0,,31843.817142857144,76357.17318965516,223120.63333333333,0.0,2005236.17,191070.99,1295906.583095238,669201.199,376538.4,,333.3184598130841,332.22430103897074,323.36323671497587,,300.22999999999996,340.59,213.5807989844449,306.116462650382,303.66,
546922,1084,2008,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,56191.0,14692.0,,,,,,,,,12853334.0,4011758.0,,,,,,,,,11238.2,14692.0,,,,,,,,,2570666.8,4011758.0,,,,,,,,,228.74364222028436,273.0573101007351,,
546954,1116,2008,Agosto,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,12929.0,,,,,,,,,,3405651.0,,,,,,,,,,12929.0,,,,,,,,,,3405651.0,,,,,,,,,,263.41178745455954,,,
547946,988,2017,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,1.0,,,,,,,,12108.0,,18866.0,,,,,,,,6140035.0,,9531044.0,,,,,,,,12108.0,,18866.0,,,,,,,,6140035.0,,9531044.0,,,,,,,,507.10563263957715,,505.19686207993215,
548602,430,2008,Junio,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,456.0,,,,,,,,,,166743.0,,,,,,,,,,456.0,,,,,,,,,,166743.0,,,,,,,,,,365.6644736842105,,
549360,1188,2008,Junio,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,180.0,3651.0,201.0,,,,19.0,226.0,16.0,1.0,22822.0,442961.0,28941.0,,,,142553.0,95851.0,25805.0,102030.0,7772151.7,150767600.78,9857015.19,,,,36995669.61,32016412.54,8111776.73,28433226.45,126.78888888888889,121.32593809915092,143.98507462686567,,,,7502.789473684211,424.1194690265487,1612.8125,102030.0,43178.62055555556,41294.87832922487,49039.876567164174,,,,1947140.5057894737,141665.54221238938,506986.045625,28433226.45,340.55524055735697,340.3631488550911,340.59,,,,259.5222100552075,334.02272840137294,314.3490304204612,278.67515877683036
550985,1071,2019,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,316.0,,,,,,,,,,415838.0,,,,,,,,,,316.0,,,,,,,,,,415838.0,,,,,,,,,,1315.9430379746836,,,
551401,383,2004,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,516.0,,,,,,,,,,289547.0,,,,,,,,,,516.0,,,,,,,,,,289547.0,,,,,,,,,,561.1375968992248,,,
552149,1131,2004,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,156.0,3182.0,274.0,,,,16.0,206.0,24.0,5.0,21552.0,423330.0,44469.0,,,,59757.0,76305.0,26039.0,103387.0,6019264.0,118084344.0,12419759.0,,,,12715972.0,20971568.0,7611248.0,22954987.0,138.15384615384616,133.0389692017599,162.29562043795622,,,,3734.8125,370.4126213592233,1084.9583333333333,20677.4,38585.02564102564,37110.101822752986,45327.587591240874,,,,794748.25,101803.7281553398,317135.3333333333,4590997.4,279.290274684484,278.94159166607614,279.2902696260316,,,,212.7946851414897,274.83871305943256,292.3018549099428,222.0297232727519
553494,1107,2003,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,143.0,3052.0,316.0,,,,14.0,205.0,24.0,6.0,19111.0,383225.0,46405.0,,,,93408.0,70318.0,21667.0,108782.0,4330371.0,86826828.0,10514751.0,,,,15688939.0,15889506.0,5075354.0,21083174.0,133.64335664335664,125.56520314547838,146.8512658227848,,,,6672.0,343.01463414634145,902.7916666666666,18130.333333333332,30282.314685314686,28449.157273918743,33274.52848101266,,,,1120638.5,77509.78536585366,211473.08333333334,3513862.3333333335,226.59049761917223,226.56879900841543,226.58659627195348,,,,167.96140587529976,225.96640973861602,234.24350394609317,193.81123715320552
555458,1834,2016,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,29593.0,41708.0,,,,,,,,,12022916.0,18752962.0,,,,,,,,,9864.333333333334,20854.0,,,,,,,,,4007638.6666666665,9376481.0,,,,,,,,,406.27567330111845,449.62505994053896,,
556329,763,2014,Agosto,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,104.0,106.0,9.0,3.0,,1.0,27.0,17.0,1.0,40.0,16681.0,21639.0,5716.0,1724.0,,525.0,563832.0,38829.0,880.0,457411.0,6670806.94,8499530.0,2184616.94,662128.4,,191856.0,155152584.07,14171133.21,319061.6,159916224.4,160.39423076923077,204.14150943396226,635.1111111111111,574.6666666666666,,525.0,20882.666666666668,2284.0588235294117,880.0,11435.275,64142.37442307693,80184.24528301887,242735.21555555554,220709.46666666667,,191856.0,5746392.0025925925,833596.0711764706,319061.6,3997905.6100000003,399.90449853126313,392.7875594990527,382.19330650804756,384.0651972157773,,365.44,275.17520124788945,364.9626106775864,362.57,349.6116717787723
556586,1020,2014,Agosto,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,85956.0,21015.0,,,,,,,,,35846003.0,9763101.0,,,,,,,,,17191.2,21015.0,,,,,,,,,7169200.6,9763101.0,,,,,,,,,417.027351202941,464.5777301927195,,
557053,374,2016,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,,,1.0,,,,,,,,,,387.0,,,,,,,,,,168904.0,,,,,,,,,,387.0,,,,,,,,,,168904.0,,,,,,,,,,436.44444444444446,
558535,1856,2016,Octubre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,12333.0,41449.0,,,,,,,,,4404706.0,16003556.0,,,,,,,,,4111.0,20724.5,,,,,,,,,1468235.3333333333,8001778.0,,,,,,,,,357.1479769723506,386.1023426379406,,
559015,373,2005,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,9512.0,,,,,,,,,,2058615.0,,,,,,,,,,9512.0,,,,,,,,,,2058615.0,,,,,,,,,,216.4229394449117,,,
559778,1136,2005,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,166.0,3318.0,247.0,,,,19.0,209.0,23.0,6.0,22310.07,442047.97,35781.0,,,,56650.0,80257.19,25636.34,111852.0,6785595.0,134292417.0,10882775.0,,,,14101892.0,23762892.0,7629711.0,27148815.0,134.39801204819278,133.22723628691983,144.86234817813767,,,,2981.5789473684213,384.00569377990433,1114.6234782608697,18642.0,40877.07831325301,40473.90506329114,44059.817813765185,,,,742204.8421052631,113698.04784688995,331726.5652173913,4524802.5,304.1494266938651,303.79602693345703,304.1495486431346,,,,248.93013239187994,296.084276062992,297.6131148206023,242.7208722240103
560920,868,2011,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,21.0,60.0,7.0,,,1.0,15.0,14.0,1.0,28.0,5604.0,14983.0,4932.0,,,686.0,113023.0,21319.0,640.0,35714.0,2037394.52,5431142.85,1772901.11,,,253977.78,29637819.42,7640769.24,220448.0,20490246.89,266.85714285714283,249.71666666666667,704.5714285714286,,,686.0,7534.866666666667,1522.7857142857142,640.0,1275.5,97018.78666666667,90519.0475,253271.58714285717,,,253977.78,1975854.628,545769.2314285714,220448.0,731794.5317857143,363.5607637401856,362.4870086097577,359.46900040551503,,,370.23,262.2282139033648,358.4018593742671,344.45,573.7315027720222
561177,1125,2011,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,37784.0,11141.0,,,,,,,,,12961757.0,3936908.0,,,,,,,,,7556.8,11141.0,,,,,,,,,2592351.4,3936908.0,,,,,,,,,343.04883019267413,353.3711516021901,,
561218,1166,2011,Diciembre,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,575.0,,,,,,,,,,457039.0,,,,,,,,,,575.0,,,,,,,,,,457039.0,,,,,,,,,,794.8504347826087,,,
562120,897,2017,Enero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,239.0,18413.0,,,,,,,,,418647.0,9047823.0,,,,,,,,,239.0,18413.0,,,,,,,,,418647.0,9047823.0,,,,,,,,,1751.6610878661088,491.3823385651442,,
562521,318,2011,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,599.0,,,,,,,,,,159912.0,,,,,,,,,,599.0,,,,,,,,,,159912.0,,,,,,,,,,266.96494156928213,,,
563229,1026,2011,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,204.0,3941.0,182.0,,,,13.0,239.0,16.0,7.0,27784.0,535320.0,28241.0,,,,172233.0,103766.0,24854.0,109171.0,10475121.44,201656244.51,10651375.56,,,,46242263.47,38346647.72,8673079.44,32390148.56,136.19607843137254,135.8335447855874,155.17032967032966,,,,13248.692307692309,434.1673640167364,1553.375,15595.857142857143,51348.63450980392,51168.80094138543,58524.04153846154,,,,3557097.19,160446.22476987448,542067.465,4627164.08,377.0199193780593,376.7022426025555,377.16,,,,268.48666324107455,369.5492523562631,348.96111048523375,296.69187384928233
564156,349,2014,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,5382.0,,,,,,,,,,1637250.0,,,,,,,,,,5382.0,,,,,,,,,,1637250.0,,,,,,,,,,304.20847268673356,,,
564953,1146,2014,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,434.0,4505.0,149.0,,,,10.0,258.0,14.0,4.0,43276.0,525524.0,28253.0,,,,115307.0,102595.0,30969.0,79221.0,17209393.78,208727344.89,11233392.8,,,,35342547.96,39955587.77,11365293.56,22822969.26,99.71428571428571,116.6534961154273,189.61744966442953,,,,11530.7,397.65503875968994,2212.0714285714284,19805.25,39652.981059907834,46332.37400443951,75391.89798657718,,,,3534254.796,154866.6192635659,811806.6828571429,5705742.315,397.66599916813016,397.17947208881037,397.6,,,,306.50826020970106,389.44965904771186,366.9893622654913,288.09241564736624
565729,1922,2014,Septiembre,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,,1.0,,,,,,,,,,12582.0,,,,,,,,,,4644768.0,,,,,,,,,,12582.0,,,,,,,,,,4644768.0,,,,,,,,,,369.15975202670484,,
566868,430,2008,Abril,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,10491.0,,,,,,,,,,2404461.0,,,,,,,,,,10491.0,,,,,,,,,,2404461.0,,,,,,,,,,229.19273663139833,,,
567597,1159,2008,Abril,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,180.0,3635.0,205.0,,,,19.0,222.0,17.0,1.0,24581.0,464250.0,31222.0,,,,147257.0,98361.0,24163.0,94707.0,8265277.08,156138468.8,10504317.26,,,,35148339.35,32392979.62,7471122.64,25834974.84,136.5611111111111,127.71664374140303,152.30243902439025,,,,7750.368421052632,443.06756756756755,1421.3529411764705,94707.0,45918.206,42954.186740027515,51240.572,,,,1849912.597368421,145914.32261261262,439477.80235294113,25834974.84,336.2465758105854,336.3241115778137,336.4396022035744,,,,238.68705290750185,329.3274734905095,309.19681496502915,272.788440558776
568466,322,2012,Enero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,-6682.0,,,,,,,,,,122371.0,,,,,,,,,,-6682.0,,,,,,,,,,122371.0,,,,,,,,,,-18.313528883567795,,,
569185,1041,2012,Enero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,214.0,4150.0,176.0,,,,12.0,239.0,16.0,5.0,29469.0,569885.0,29141.0,,,,159822.0,109848.0,19358.0,139179.0,11390988.75,220248846.19,11269602.11,,,,46311845.93,41579595.04,6880525.97,44486900.5,137.70560747663552,137.32168674698795,165.57386363636363,,,,13318.5,459.6150627615063,1209.875,27835.8,53228.91939252336,53072.01113012048,64031.830170454545,,,,3859320.4941666666,173973.20100418408,430032.873125,8897380.1,386.5414079201873,386.4794584696913,386.72667753337225,,,,289.7714077536259,378.519363484087,355.4357872714123,319.6380236961036
570171,356,2015,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,962.0,,,,,,,,,,289600.0,,,,,,,,,,962.0,,,,,,,,,,289600.0,,,,,,,,,,301.03950103950103,,,
570970,1155,2015,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,436.0,4566.0,141.0,,,,9.0,252.0,9.0,4.0,44818.0,544705.0,27711.0,,,,110969.0,125023.0,17520.0,80573.0,18073025.48,219349482.11,11174737.86,,,,33881615.79,47413735.04,6181177.58,23672160.78,102.79357798165138,119.29588261060009,196.53191489361703,,,,12329.888888888889,496.12301587301585,1946.6666666666667,20143.25,41451.893302752294,48039.74641042488,79253.45999999999,,,,3764623.9766666666,188149.7422222222,686797.5088888889,5918040.195,403.25372573519564,402.6940859915,403.25999999999993,,,,305.32505285259845,379.2401001415739,352.8069394977169,293.7976838394996
571753,1938,2015,Marzo,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,1.0,,,,,,,,,1848.0,14162.0,,,,,,,,,496827.0,5605026.0,,,,,,,,,1848.0,14162.0,,,,,,,,,496827.0,5605026.0,,,,,,,,,268.8457792207792,395.77926846490607,,
572313,451,2018,Enero,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,1.0,,,,,,,,2056.0,,399.0,,,,,,,,781319.0,,188767.0,,,,,,,,2056.0,,399.0,,,,,,,,781319.0,,188767.0,,,,,,,,380.01896887159535,,473.10025062656644,
573030,1168,2018,Enero,Urbano,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,504.0,4972.0,127.0,,,,9.0,284.0,23.0,5.0,51855.0,550827.0,18927.0,,,,63038.0,116922.0,25063.0,65262.0,25425581.05,270098781.25,9240880.25,,,,26784325.09,56295468.29,11209438.81,28684192.3,102.88690476190476,110.78580048270314,149.03149606299212,,,,7004.222222222223,411.69718309859155,1089.695652173913,13052.4,50447.5814484127,54323.9704847144,72762.83661417323,,,,2976036.1211111112,198223.4798943662,487366.90478260873,5736838.46,490.32072220615174,490.35138301136294,488.2379801341998,,,,424.89173339890226,481.47883452216007,447.2504811874078,439.5236477582667
573829,1967,2018,Enero,Urbano,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,3.0,2.0,,,,,,,,,5833.0,37299.0,,,,,,,,,2317948.0,15541324.0,,,,,,,,,1944.3333333333333,18649.5,,,,,,,,,772649.3333333334,7770662.0,,,,,,,,,397.3852220126865,416.6686506340653,,
575145,1024,2014,Noviembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,12053.0,20523.0,,,,,,,,,5031139.0,9039725.0,,,,,,,,,2410.6,20523.0,,,,,,,,,1006227.8,9039725.0,,,,,,,,,417.417987223098,440.4680114992935,,
576663,881,2009,Febrero,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,27.0,129.0,8.0,,1.0,2.0,44.0,13.0,1.0,,7606.0,24585.0,5327.0,,6352.0,571.0,240570.0,20121.0,1280.0,,2674089.74,8631847.62,1822232.59,,2001451.68,204355.19,53208188.81,5121970.36,405452.8,,281.7037037037037,190.58139534883722,665.875,,6352.0,285.5,5467.5,1547.7692307692307,1280.0,,99040.36074074075,66913.54744186046,227779.07375,,2001451.68,102177.595,1209277.018409091,393997.72000000003,405452.8,,351.5763528793059,351.10220134228183,342.0748244790689,,315.09,357.89,221.17549490792703,254.55843944137968,316.76,
576898,1116,2009,Febrero,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,1.0,,,,,,,,,63266.0,15963.0,,,,,,,,,16600365.0,4761206.0,,,,,,,,,12653.2,15963.0,,,,,,,,,3320073.0,4761206.0,,,,,,,,,262.3899883033541,298.26511307398357,,
576931,1149,2009,Febrero,Rural,VALLE DEL CAUCA,GUACARI,VATIA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,488.0,,,,,,,,,,134030.0,,,,,,,,,,488.0,,,,,,,,,,134030.0,,,,,,,,,,274.6516393442623,,,
577780,845,2006,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,,,,,,,7.0,,,,,,,,,,1119923.48,,,,,,,,,,174892152.92,,,,,,,,,,159989.06857142856,,,,,,,,,,24984593.27428571,,,,,,,,,,156.16437733763738,,,
578016,1081,2006,Septiembre,Rural,VALLE DEL CAUCA,GUACARI,ENERTOTAL S.A. E.S.P.,,,,,,,5.0,,,,,,,,,,65341.0,,,,,,,,,,12931672.0,,,,,,,,,,13068.2,,,,,,,,,,2586334.4,,,,,,,,,,197.9105309070874,,,
578383,349,2003,Octubre,Rural,VALLE DEL CAUCA,GUACARI,COMERCIALIZAR S.A. E.S.P. EN LIQUIDACION,,,,,,,1.0,,,,,,,,,,1840.0,,,,,,,,,,369368.0,,,,,,,,,,1840.0,,,,,,,,,,369368.0,,,,,,,,,,200.74347826086955,,,
579000,966,2003,Octubre,Rural,VALLE DEL CAUCA,GUACARI,EMPRESA DE ENERGÍA DEL PACÍFICO S.A. E.S.P.,3.0,90.0,1.0,,,,61.0,9.0,1.0,,563.0,44677.0,760.0,,,,597749.0,4309.0,840.0,,135164.0,10329463.0,163856.0,,,,96906009.0,1008689.0,211288.0,,187.66666666666666,496.4111111111111,760.0,,,,9799.16393442623,478.77777777777777,840.0,,45054.666666666664,114771.8111111111,163856.0,,,,1588623.0983606558,112076.55555555556,211288.0,,240.07815275310836,231.20314703314904,215.6,,,,162.11822855412558,234.0888837317243,251.53333333333333,
579476,354,2015,Mayo,Urbano,VALLE DEL CAUCA,GUACARI,DISTRIBUIDORA Y COMERCIALIZADORA DE ENERGIA ELECTRICA S.A. E.S.P.,,,,,,,1.0,,,,,,,,,,3122.0,,,,,,,,,,953985.0,,,,,,,,,,3122.0,,,,,,,,,,953985.0,,,,,,,,,,305.5685458039718,,,
